backCamImage,frontCamImage,numberFrontCam,numberBackCam,vehicleNumberUser,vehicleTypeUser,vehicleRfid,metroText,serial,numberFrontCam1
2023-07-23/130ac0c1-f4bf-4ef3-bb37-cc41082ca67a_b.jpg,2023-07-23/130ac0c1-f4bf-4ef3-bb37-cc41082ca67a_f.jpg,-1,-1,1,Motorcycle,42 52 54 41 FF 02 13 3A 05 73 00 01 ,,,-1
2023-07-23/c56b4fd9-75b0-4665-ab84-89ec29a39958_b.jpg,2023-07-23/c56b4fd9-75b0-4665-ab84-89ec29a39958_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 43 13 0D 0E 1D 00 01 ,,,-1
2023-07-23/3780325a-47c2-405e-b3c8-b6606fa4c4db_b.jpg,2023-07-23/3780325a-47c2-405e-b3c8-b6606fa4c4db_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 1A 12 1F 5E 00 01 ,,,-1
2023-07-23/e9a7d7b4-58b5-4219-8ff3-40e24f900888_b.jpg,2023-07-23/e9a7d7b4-58b5-4219-8ff3-40e24f900888_f.jpg,-1,-1,NULL,NULL,34 16 1F A8 20 32 89 72 25 7A EA C0 ,,,-1
2023-07-23/f81c610d-cc26-4bb4-8d19-29ddc33b3a6e_b.jpg,2023-07-23/f81c610d-cc26-4bb4-8d19-29ddc33b3a6e_f.jpg,[২৯৯৭৩,-1,NULL,NULL,42 52 54 41 FF 02 0F 20 26 0A 00 01 ,,,[২৯৯৭৩
2023-07-23/cedfb2ca-1f38-4cf0-b774-2c7522f09666_b.jpg,2023-07-23/cedfb2ca-1f38-4cf0-b774-2c7522f09666_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 06 14 0D 04 FD 00 01 ,,,-1
2023-07-23/9b0b80a4-1eec-4966-a03d-8c296b54730d_b.jpg,2023-07-23/9b0b80a4-1eec-4966-a03d-8c296b54730d_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 0F 09 0B 04 FD 00 01 ,,,-1
2023-07-23/20fad4e7-032c-40ea-8478-ed8226d8e541_b.jpg,2023-07-23/20fad4e7-032c-40ea-8478-ed8226d8e541_f.jpg,-1,-1,1,Mini Truck,42 52 54 41 FF 23 13 0B 18 27 00 01 ,,,-1
2023-07-23/22cff3c3-9eaa-4488-8414-a5d7de3488d2_b.jpg,2023-07-23/22cff3c3-9eaa-4488-8414-a5d7de3488d2_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 0F 14 1A 26 00 01 ,,,-1
2023-07-23/265b687a-1418-4399-8495-5554cde8d634_b.jpg,2023-07-23/265b687a-1418-4399-8495-5554cde8d634_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 14 13 0C 0C C3 00 01 ,,,-1
2023-07-23/9604025f-5a60-4015-adf3-e3e23ff20eac_b.jpg,2023-07-23/9604025f-5a60-4015-adf3-e3e23ff20eac_f.jpg,১২-৩৮৭৩,-1,NULL,NULL,42 52 54 41 FF 44 13 0B 18 BF 00 01 ,,,১২-৩৮৭৩
2023-07-23/f4fe3a77-48b7-4521-a8c9-9b6e380d620f_b.jpg,2023-07-23/f4fe3a77-48b7-4521-a8c9-9b6e380d620f_f.jpg,০ ২৯৫০,-1,NULL,NULL,42 52 54 41 FF 02 0F 14 0B 86 00 01 ,,,০ ২৯৫০
2023-07-23/cf5e44de-f4e7-4191-b7b6-29fe36d596ff_b.jpg,2023-07-23/cf5e44de-f4e7-4191-b7b6-29fe36d596ff_f.jpg,-1,-1,1,Motorcycle,42 52 54 41 FF 02 13 3A 06 72 00 01 ,,,-1
2023-07-23/0ee3648a-6c24-49a4-88a1-4c41cb4b989a_b.jpg,2023-07-23/0ee3648a-6c24-49a4-88a1-4c41cb4b989a_f.jpg,-1,-1,1,Motorcycle,42 52 54 41 FF 22 13 0B 14 D5 00 01 ,,,-1
2023-07-23/274a3636-3168-42de-b353-f2c4fcd7ce6e_b.jpg,2023-07-23/274a3636-3168-42de-b353-f2c4fcd7ce6e_f.jpg,-1,-1,NULL,NULL,E2 00 00 1D 87 04 02 57 13 80 E4 9C ,,,-1
2023-07-23/22cdf18b-5112-4db1-9bbf-d8d67de109e3_b.jpg,2023-07-23/22cdf18b-5112-4db1-9bbf-d8d67de109e3_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 19 0F 21 5C 00 01 ,,,-1
2023-07-23/d8947741-5e94-4a54-8a46-bea099bf0b57_b.jpg,2023-07-23/d8947741-5e94-4a54-8a46-bea099bf0b57_f.jpg,-1,-1,NULL,NULL,15 01 26 07 00 01 32 D0 00 08 2F FF ,,,-1
2023-07-23/53f2aab1-e123-4bb0-b516-68b6cef7461a_b.jpg,2023-07-23/53f2aab1-e123-4bb0-b516-68b6cef7461a_f.jpg,-1,-1,1,Microbus,42 52 54 41 FF 02 07 4B 01 43 00 01 ,,,-1
2023-07-23/c4907fc8-2f6a-4565-89d5-824465d189e8_b.jpg,2023-07-23/c4907fc8-2f6a-4565-89d5-824465d189e8_f.jpg,-1,-1,1,Medium Truck,42 52 54 41 FF 14 09 0B 16 CE 00 01 ,,,-1
2023-07-23/5ddf20d6-4463-4eb5-9ad4-f5d5ce7ae65d_b.jpg,2023-07-23/5ddf20d6-4463-4eb5-9ad4-f5d5ce7ae65d_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 24 13 0B 00 C9 00 01 ,,,-1
2023-07-23/1917944d-2619-4725-9425-06279b59f8a5_b.jpg,2023-07-23/1917944d-2619-4725-9425-06279b59f8a5_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 1E 0F 24 A5 00 01 ,,,-1
2023-07-23/48c1829c-10ad-40ed-a073-a041d689133f_b.jpg,2023-07-23/48c1829c-10ad-40ed-a073-a041d689133f_f.jpg,-1,-1,1,Motorcycle,42 52 54 41 FF 24 14 0B 23 4E 00 01 ,,,-1
2023-07-23/ed565a18-02af-4888-b9ba-9d17a40bf3bd_b.jpg,2023-07-23/ed565a18-02af-4888-b9ba-9d17a40bf3bd_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 0C 0B 26 DA 00 01 ,,,-1
2023-07-23/528de962-ed17-4a58-908d-504303ad1c78_b.jpg,2023-07-23/528de962-ed17-4a58-908d-504303ad1c78_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 19 0F 0B 98 00 01 ,,,-1
2023-07-23/d6d66212-2aba-4391-8d91-9d90fa3c19c7_b.jpg,2023-07-23/d6d66212-2aba-4391-8d91-9d90fa3c19c7_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 37 14 0B 26 A7 00 05 ,,,-1
2023-07-23/a13e52fe-797e-4e2c-a26d-700a234cabf8_b.jpg,2023-07-23/a13e52fe-797e-4e2c-a26d-700a234cabf8_f.jpg,89-0080,-1,NULL,NULL,42 52 54 41 FF 02 0F 2B 00 28 00 01 ,,,89-0080
2023-07-23/045af6e5-07e8-454d-a32a-3be23fe778bb_b.jpg,2023-07-23/045af6e5-07e8-454d-a32a-3be23fe778bb_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 06 0B 20 06 00 01 ,,,-1
2023-07-23/8101d346-5e70-4ad6-b75e-f7b112bc456b_b.jpg,2023-07-23/8101d346-5e70-4ad6-b75e-f7b112bc456b_f.jpg,-1,,NULL,NULL,42 52 54 41 FF 02 1A 15 0D A7 00 01 ,,,-1
2023-07-23/4736163f-c5be-4ca4-8883-9e461111d82f_b.jpg,2023-07-23/4736163f-c5be-4ca4-8883-9e461111d82f_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 13 1D 1A 79 00 01 ,,,-1
2023-07-23/6b32cb30-7144-4340-ad4e-922ea514bdd8_b.jpg,2023-07-23/6b32cb30-7144-4340-ad4e-922ea514bdd8_f.jpg,,-1,NULL,NULL,00 BE 98 40 00 58 69 00 63 87 86 84 ,,,
2023-07-23/2423546b-55ae-47f8-b3d0-46a3ebc1ca19_b.jpg,2023-07-23/2423546b-55ae-47f8-b3d0-46a3ebc1ca19_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 1E 0F 25 AD 00 01 ,,,-1
2023-07-23/3076e9ea-f635-4556-ae6c-6fea425f52e0_b.jpg,2023-07-23/3076e9ea-f635-4556-ae6c-6fea425f52e0_f.jpg,-1,-1,NULL,NULL,34 16 1F A8 20 32 89 72 1A 90 A4 20 ,,,-1
2023-07-23/e3421f30-9409-4fcd-bcec-3cf863a1de63_b.jpg,2023-07-23/e3421f30-9409-4fcd-bcec-3cf863a1de63_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 19 0F 10 A2 00 01 ,,,-1
2023-07-23/ff559e02-fddb-4e49-9cad-5ade477650b9_b.jpg,2023-07-23/ff559e02-fddb-4e49-9cad-5ade477650b9_f.jpg,-1,,NULL,NULL,42 52 54 41 FF 02 19 14 06 42 00 01 ,,,-1
2023-07-23/818995da-773a-40c7-b126-31471fb165c1_b.jpg,2023-07-23/818995da-773a-40c7-b126-31471fb165c1_f.jpg,-1,-1,1,Motorcycle,42 52 54 41 FF 37 13 0B 03 E5 00 01 ,,,-1
2023-07-23/6adc7e8e-ee5b-44e1-bcd1-22213f473f3f_b.jpg,2023-07-23/6adc7e8e-ee5b-44e1-bcd1-22213f473f3f_f.jpg,-1,-1,1,Medium Truck,42 52 54 41 FF 02 09 10 12 1A 00 01 ,,,-1
2023-07-23/6bbef754-c060-4f56-b184-47bb5b381a61_b.jpg,2023-07-23/6bbef754-c060-4f56-b184-47bb5b381a61_f.jpg,৯৪৬@৮$,-1,968,Microbus,42 52 54 41 FF 02 19 13 17 C1 00 01 ,,,৯৪৬@৮$
2023-07-23/880e1b30-d26b-4aea-b8ba-da6f1e6ab19b_b.jpg,2023-07-23/880e1b30-d26b-4aea-b8ba-da6f1e6ab19b_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 37 13 0B 12 41 00 01 ,,,-1
2023-07-23/ad6bc614-30dd-4c84-b94f-6cb300559442_b.jpg,2023-07-23/ad6bc614-30dd-4c84-b94f-6cb300559442_f.jpg,,-1,NULL,NULL,42 52 54 41 FF 02 0F 2B 1B F3 00 01 ,,,
2023-07-23/aad810ab-626b-4b54-a391-7fd969676f99_b.jpg,2023-07-23/aad810ab-626b-4b54-a391-7fd969676f99_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 0F 27 09 D6 00 01 ,,,-1
2023-07-23/dc749eb9-5d82-4e7d-858e-1e6839a2ebd3_b.jpg,2023-07-23/dc749eb9-5d82-4e7d-858e-1e6839a2ebd3_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 24 14 0B 21 FC 00 01 ,,,-1
2023-07-23/3e1606fa-4d07-4511-9725-667b250791bf_b.jpg,2023-07-23/3e1606fa-4d07-4511-9725-667b250791bf_f.jpg,-1,-1,NULL,NULL,33 16 1F AB C6 02 00 00 00 34 44 F8 ,,,-1
2023-07-23/cdd439fc-b0af-4ec5-84d8-7ae629a84594_b.jpg,2023-07-23/cdd439fc-b0af-4ec5-84d8-7ae629a84594_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 0C 0C 11 E7 00 01 ,,,-1
2023-07-23/d936c077-cb73-466b-b6a7-659e2877a8a3_b.jpg,2023-07-23/d936c077-cb73-466b-b6a7-659e2877a8a3_f.jpg,-1,-1,1,Mini Truck,42 52 54 41 FF 02 0C 0C 11 E7 00 01 ,,,-1
2023-07-23/9a662012-8411-40bb-8806-d404eacd8de3_b.jpg,2023-07-23/9a662012-8411-40bb-8806-d404eacd8de3_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 0C 0C 11 E7 00 01 ,,,-1
2023-07-23/bbf4eb20-0a29-47e2-af38-0885901aca2f_b.jpg,2023-07-23/bbf4eb20-0a29-47e2-af38-0885901aca2f_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 14 14 12 0B F8 00 01 ,,,-1
2023-07-23/a6c755ae-29c5-4239-a5f2-28e92fff56f5_b.jpg,2023-07-23/a6c755ae-29c5-4239-a5f2-28e92fff56f5_f.jpg,৩৪-৫৭২০,-1,NULL,NULL,42 52 54 41 FF 02 0F 22 16 58 00 01 ,,,৩৪-৫৭২০
2023-07-23/3e0a4e87-05c2-4937-b551-2ebc6b359c60_b.jpg,2023-07-23/3e0a4e87-05c2-4937-b551-2ebc6b359c60_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 13 3C 10 D7 00 01 ,,,-1
2023-07-23/34985bd6-87eb-4105-9bcc-6909ac2a19c2_b.jpg,2023-07-23/34985bd6-87eb-4105-9bcc-6909ac2a19c2_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 19 14 12 35 00 01 ,,,-1
2023-07-23/33a38f1a-66bb-436a-8685-8061d37c61a3_b.jpg,2023-07-23/33a38f1a-66bb-436a-8685-8061d37c61a3_f.jpg,{ব1,-1,NULL,NULL,42 52 54 41 FF 02 0F 1B 0C BF 00 01 ,,,{ব1
2023-07-23/094c51ec-a79b-4698-b70a-1ff331ea8485_b.jpg,2023-07-23/094c51ec-a79b-4698-b70a-1ff331ea8485_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 14 42 05 5F 00 01 ,,,-1
2023-07-23/83fa5467-ebe7-4e72-919f-4cbb8bde4627_b.jpg,2023-07-23/83fa5467-ebe7-4e72-919f-4cbb8bde4627_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 14 0C 0B 04 C3 00 01 ,,,-1
2023-07-23/a426c8f1-10a0-4fa4-a9ed-2a6471b5d606_b.jpg,2023-07-23/a426c8f1-10a0-4fa4-a9ed-2a6471b5d606_f.jpg,২১-৩৩৫২,-1,NULL,NULL,42 52 54 41 FF 02 1A 15 0D 18 00 01 ,,,২১-৩৩৫২
2023-07-23/ffc628e6-946a-4253-9985-4d295fae44e7_b.jpg,2023-07-23/ffc628e6-946a-4253-9985-4d295fae44e7_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 0A 10 25 C1 00 01 ,,,-1
2023-07-23/c628d861-84e5-4091-85c8-f82df91977c8_b.jpg,2023-07-23/c628d861-84e5-4091-85c8-f82df91977c8_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 09 12 05 17 00 01 ,,,-1
2023-07-23/ed5cb057-6205-43b4-be78-40e692f9c1a3_b.jpg,2023-07-23/ed5cb057-6205-43b4-be78-40e692f9c1a3_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 37 14 0B 14 A2 00 01 ,,,-1
2023-07-23/631aaca1-69b2-4d0e-b486-373a0cde26c3_b.jpg,2023-07-23/631aaca1-69b2-4d0e-b486-373a0cde26c3_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 0F 23 09 55 00 01 ,,,-1
2023-07-23/3d18a398-5b64-4cdb-be29-8189abb5fc80_b.jpg,2023-07-23/3d18a398-5b64-4cdb-be29-8189abb5fc80_f.jpg,স 93,-1,93,Medium Truck,34 16 1F A8 20 32 89 72 25 C7 DF 40 ,,,স 93
2023-07-23/cda2b82c-0bb2-4635-b369-47c0e333c25f_b.jpg,2023-07-23/cda2b82c-0bb2-4635-b369-47c0e333c25f_f.jpg,১৬,-1,NULL,NULL,42 52 54 41 FF 02 0F 24 04 8F 00 01 ,,,১৬
2023-07-23/c614c2cb-798e-4648-8fa7-e28c16adbd7a_b.jpg,2023-07-23/c614c2cb-798e-4648-8fa7-e28c16adbd7a_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 13 38 23 8B 00 01 ,,,-1
2023-07-23/dd0361be-0140-48d5-8513-bb3af1f526dc_b.jpg,2023-07-23/dd0361be-0140-48d5-8513-bb3af1f526dc_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 19 14 08 FC 00 01 ,,,-1
2023-07-23/a7ffaa21-ec23-44fa-9e53-b0748c56c68b_b.jpg,2023-07-23/a7ffaa21-ec23-44fa-9e53-b0748c56c68b_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 13 14 0D 0F 13 00 01 ,,,-1
2023-07-23/28d01aed-7f4d-4f64-bded-5a16f41661ad_b.jpg,2023-07-23/28d01aed-7f4d-4f64-bded-5a16f41661ad_f.jpg,-1,-1,1,Heavy Truck,42 52 54 41 FF 0D 14 0E 19 A2 00 01 ,,,-1
2023-07-23/a9c7513a-dabf-45fb-89e1-b8271e94ffbd_b.jpg,2023-07-23/a9c7513a-dabf-45fb-89e1-b8271e94ffbd_f.jpg,-1,-1,1,Mini Truck,34 16 1F A8 20 32 89 72 21 83 E9 80 ,,,-1
2023-07-23/e73befa8-6899-43c1-8a68-7a267eb1f933_b.jpg,2023-07-23/e73befa8-6899-43c1-8a68-7a267eb1f933_f.jpg,-1,-1,1,Big Bus,34 16 1F A8 20 32 89 72 21 83 E9 80 ,,,-1
2023-07-23/0ba2feff-e691-476f-8849-7669eebf7089_b.jpg,2023-07-23/0ba2feff-e691-476f-8849-7669eebf7089_f.jpg,২০-০৬৫,-1,20065,Microbus,42 52 54 41 FF 02 19 14 02 90 00 01 ,,,২০-০৬৫
2023-07-23/7c1e4e83-4b24-458b-8893-ed25d5ed8fd0_b.jpg,2023-07-23/7c1e4e83-4b24-458b-8893-ed25d5ed8fd0_f.jpg,-1,-1,1,Sedan Car,42 52 54 41 FF 02 0F 21 1E AF 00 01 ,,,-1
2023-07-23/733e00d6-0131-45d8-a989-7bf6c37eced2_b.jpg,2023-07-23/733e00d6-0131-45d8-a989-7bf6c37eced2_f.jpg,-1,-1,1,Medium Truck,42 52 54 41 FF 14 14 14 19 07 00 01 ,,,-1
2023-07-23/1319b705-5c40-4077-b51b-092e3ae0b303_b.jpg,2023-07-23/1319b705-5c40-4077-b51b-092e3ae0b303_f.jpg,-1,-1,NULL,NULL,42 52 54 C1 FF 02 13 22 17 C8 00 01 ,,,-1
2023-07-23/bf73f948-1f76-493a-80ae-07df278da344_b.jpg,2023-07-23/bf73f948-1f76-493a-80ae-07df278da344_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 0B 0E 07 08 00 01 ,,,-1
2023-07-23/ea0a1b95-8240-435d-9f9a-6f6175d23093_b.jpg,2023-07-23/ea0a1b95-8240-435d-9f9a-6f6175d23093_f.jpg,-1,-1,NULL,NULL,34 16 1F A8 20 32 89 DA 0C C1 C8 00 ,,,-1
2023-07-23/ca3ecacd-470f-414f-81e5-46fb8c1a8bf5_b.jpg,2023-07-23/ca3ecacd-470f-414f-81e5-46fb8c1a8bf5_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 11 14 0D 20 45 00 01 ,,,-1
2023-07-23/9af2132e-a574-4619-a713-88a79dbf14cc_b.jpg,2023-07-23/9af2132e-a574-4619-a713-88a79dbf14cc_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 14 09 0B 16 7A 00 01 ,,,-1
2023-07-23/ba24f0e8-fd33-4c12-a558-7b99d63e3f4b_b.jpg,2023-07-23/ba24f0e8-fd33-4c12-a558-7b99d63e3f4b_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 1A 15 04 43 00 01 ,,,-1
2023-07-23/8508f5b9-7135-4faf-b376-b0f954028416_b.jpg,2023-07-23/8508f5b9-7135-4faf-b376-b0f954028416_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 0C 0C 01 98 00 01 ,,,-1
2023-07-23/23e3eda3-8222-4fab-8374-dcfcda7ef041_b.jpg,2023-07-23/23e3eda3-8222-4fab-8374-dcfcda7ef041_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 0B 0B 10 EA 00 01 ,,,-1
2023-07-23/a8d40a31-5ba8-41ce-8242-87a4866f4ead_b.jpg,2023-07-23/a8d40a31-5ba8-41ce-8242-87a4866f4ead_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 0A 0D 1E AC 00 01 ,,,-1
2023-07-23/959e848d-0e63-44b9-b824-75a7ccae657e_b.jpg,2023-07-23/959e848d-0e63-44b9-b824-75a7ccae657e_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 14 0C 0B 05 34 00 01 ,,,-1
2023-07-23/c4558f78-f658-4054-bcde-1af4e1f51d04_b.jpg,2023-07-23/c4558f78-f658-4054-bcde-1af4e1f51d04_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 0A 13 20 56 00 01 ,,,-1
2023-07-23/d954eaa0-1d38-48f3-966a-e87d3859a036_b.jpg,2023-07-23/d954eaa0-1d38-48f3-966a-e87d3859a036_f.jpg,-1,-1,NULL,NULL,E2 00 00 20 24 0C 02 06 06 40 B6 B3 ,,,-1
2023-07-23/a5b7db3c-e1db-4d62-9b2d-f45beb39081a_b.jpg,2023-07-23/a5b7db3c-e1db-4d62-9b2d-f45beb39081a_f.jpg,8১;0৫89,-1,NULL,NULL,42 52 54 41 FF 08 18 29 02 1C 00 01 ,,,8১;0৫89
2023-07-23/ad0bcb46-87a7-495f-9b7b-42491f6f2a01_b.jpg,2023-07-23/ad0bcb46-87a7-495f-9b7b-42491f6f2a01_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 08 08 0B 03 E2 00 01 ,,,-1
2023-07-23/21ffa75f-e745-4904-a14b-089ba1e9d543_b.jpg,2023-07-23/21ffa75f-e745-4904-a14b-089ba1e9d543_f.jpg,১৯-৮৭৪২,-1,19872,Microbus,42 52 54 41 FF 02 19 13 22 26 00 01 ,,,১৯-৮৭৪২
2023-07-23/ca50fd7a-c633-4012-96cb-472428140c36_b.jpg,2023-07-23/ca50fd7a-c633-4012-96cb-472428140c36_f.jpg,-1,-1,1,Sedan Car,42 52 54 41 FF 02 0F 1F 22 32 00 01 ,,,-1
2023-07-23/423e6f6e-7746-4125-ad6c-9db0f02b6106_b.jpg,2023-07-23/423e6f6e-7746-4125-ad6c-9db0f02b6106_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 08 0C 07 DC 00 01 ,,,-1
2023-07-23/19d61e74-f53e-4dfd-98a0-0665a6f2acd0_b.jpg,2023-07-23/19d61e74-f53e-4dfd-98a0-0665a6f2acd0_f.jpg,,-1,NULL,NULL,42 52 54 41 FF 37 14 0C 02 48 00 01 ,,,
2023-07-23/76bddf22-4314-4e49-8f0b-77e67d4f0315_b.jpg,2023-07-23/76bddf22-4314-4e49-8f0b-77e67d4f0315_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 43 09 0B 08 36 00 01 ,,,-1
2023-07-23/942dd215-1a69-452d-bf51-e9b7d40d9cec_b.jpg,2023-07-23/942dd215-1a69-452d-bf51-e9b7d40d9cec_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 37 13 0B 10 2F 00 01 ,,,-1
2023-07-23/03a36909-adcd-432d-9445-b9e812cd5c0f_b.jpg,2023-07-23/03a36909-adcd-432d-9445-b9e812cd5c0f_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 37 13 0B 13 3C 00 01 ,,,-1
2023-07-23/99d1b3bb-9a20-4501-bfce-f1f6e8d8ecb5_b.jpg,2023-07-23/99d1b3bb-9a20-4501-bfce-f1f6e8d8ecb5_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 19 14 03 DD 00 01 ,,,-1
2023-07-23/72299458-20d0-468b-bca1-2cf052505f1c_b.jpg,2023-07-23/72299458-20d0-468b-bca1-2cf052505f1c_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 05 0B 02 54 00 01 ,,,-1
2023-07-23/28be6a4e-2efc-464e-9f97-c0fc4c83066f_b.jpg,2023-07-23/28be6a4e-2efc-464e-9f97-c0fc4c83066f_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 09 18 1E 9F 00 01 ,,,-1
2023-07-23/46a22ce3-6463-47d9-bd9a-67af43c958ea_b.jpg,2023-07-23/46a22ce3-6463-47d9-bd9a-67af43c958ea_f.jpg,-1,-1,1,Microbus,42 52 54 41 FF 02 07 47 11 80 00 01 ,,,-1
2023-07-23/d864a202-b13a-40a8-ab2a-e67d2656b1b1_b.jpg,2023-07-23/d864a202-b13a-40a8-ab2a-e67d2656b1b1_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 14 09 0B 16 C9 00 01 ,,,-1
2023-07-23/79bc7054-8097-48ab-8987-54c1c1601568_b.jpg,2023-07-23/79bc7054-8097-48ab-8987-54c1c1601568_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 1A 0B 1F 11 00 01 ,,,-1
2023-07-23/36484e21-bdca-4907-9b18-45779258d0c6_b.jpg,2023-07-23/36484e21-bdca-4907-9b18-45779258d0c6_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 0F 22 12 08 00 01 ,,,-1
2023-07-23/d77631c5-79cc-4416-9b5c-3476e4a1c8b9_b.jpg,2023-07-23/d77631c5-79cc-4416-9b5c-3476e4a1c8b9_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 09 14 0C CA 00 01 ,,,-1
2023-07-23/815c81d0-2fd7-4fea-a323-311e5401b96d_b.jpg,2023-07-23/815c81d0-2fd7-4fea-a323-311e5401b96d_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 1A 15 1A BF 00 01 ,,,-1
2023-07-23/207ef798-8e10-479b-8563-3720f59f2a17_b.jpg,2023-07-23/207ef798-8e10-479b-8563-3720f59f2a17_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 07 47 0E DB 00 01 ,,,-1
2023-07-23/db46b192-5f8f-4f49-8603-33d4904ff466_b.jpg,2023-07-23/db46b192-5f8f-4f49-8603-33d4904ff466_f.jpg,-1,-1,1,Medium Truck,42 52 54 41 FF 02 09 16 11 B2 00 01 ,,,-1
2023-07-23/86d50771-e995-4fc8-b583-dac3e22bde1d_b.jpg,2023-07-23/86d50771-e995-4fc8-b583-dac3e22bde1d_f.jpg,-1,-1,NULL,NULL,30 39 60 62 C3 91 B0 80 00 17 36 2B ,,,-1
2023-07-23/fb386d81-f0a2-46b0-8dd2-df9a8294badc_b.jpg,2023-07-23/fb386d81-f0a2-46b0-8dd2-df9a8294badc_f.jpg,-1,-1,1,Motorcycle,42 52 54 41 FF 02 0F 16 10 A6 00 01 ,,,-1
2023-07-23/eadf1a6a-169f-4261-8cee-058d7b8c4f8f_b.jpg,2023-07-23/eadf1a6a-169f-4261-8cee-058d7b8c4f8f_f.jpg,-1,-1,NULL,NULL,34 16 1F A8 20 32 89 72 2C 9B F1 00 ,,,-1
2023-07-23/4f182f6e-5174-412f-aff1-209604527061_b.jpg,2023-07-23/4f182f6e-5174-412f-aff1-209604527061_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 08 0B 0B 04 18 00 01 ,,,-1
2023-07-23/8811ef30-a297-4ffc-b6ee-43718f3c3c7b_b.jpg,2023-07-23/8811ef30-a297-4ffc-b6ee-43718f3c3c7b_f.jpg,-1,-1,1,Medium Truck,42 52 54 41 FF 02 09 16 21 11 00 01 ,,,-1
2023-07-23/fe61b5e0-0fea-40ea-84c5-cc35b1f45075_b.jpg,2023-07-23/fe61b5e0-0fea-40ea-84c5-cc35b1f45075_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 19 35 0F 7C 00 01 ,,,-1
2023-07-23/71a972e0-2fca-4196-9424-4783c1d4f305_b.jpg,2023-07-23/71a972e0-2fca-4196-9424-4783c1d4f305_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 14 09 0B 16 5B 00 01 ,,,-1
2023-07-23/f2977f09-ca45-40cb-95a9-390b8069d218_b.jpg,2023-07-23/f2977f09-ca45-40cb-95a9-390b8069d218_f.jpg,-1,-1,1,Sedan Car,42 52 54 41 FF 02 0F 17 19 5B 00 01 ,,,-1
